"University Name,School Name,Program  Title",Program Type,Tuition,Program Length,Program Start,Delivery Method,Email,Phone Number,Address,Program Information
Ohio State University�s Fisher College of Business: Master of Accounting,Accounting,"$32,843",2 semesters,Fall,On-Campus,fisher_macc@gisher.osu.edu,614-292-8511,"Ohio State University, Fisher College of Business, 100 Gerlach Hall, 2108 Neil Ave, Columbus, Ohio 43210",http://fisher.osu.edu/macc
Ohio State University�s Fisher College of Business: Master of Business Logistics Engineering,Logistics,"$42,857",15 months,Fall,On-Campus,robinson.1965@osu.edu,614-688-2107,"The Ohio State University, College of Engineering, Baker Systems Room 210, 2070 Neil Avenue, Columbus, Ohio 43210",http://fisher.osu.edu/mble
Ohio State University�s Fisher College of Business: Master of Business Operational Excellence (MBOE),Healthcare Administration,"$53,500",1 year,Winter,Blended,miller.6148@osu.edu,614-292-8575,"The Ohio State University, Fisher College of Business, MBOE Admissions Office, 110 Pfahl Hall, 280 W Woodruff Avenue, Columbus, Ohio 43210",http://fisher.osu.edu/mboe
Ohio State University�s Fisher College of Business: Master of Human Resource Management,"Human Resources, Management","$35,174",2 years,Fall,On-Campus,gradadmissions@osu.edu,614-292-8511,"The Ohio State University, Fisher College of Business, MHRM Admissions Office, 100 Gerlach Hall, 2108 Neil Avenue, Columbus, Ohio 43210",http://fisher.osu.edu/mhrm
Ohio State University�s Fisher College of Business: MS in Business-Analytics,Analytics & Data Science,"$51,985",3 semesters,Fall,Blended,FCOB-smb-a@osu.edu,614-292-8511,"SMB-A Admissions Office,, 100 Gerlach Hall, 2108 Neil Avenue, Columbus, Ohio 43210",https://fisher.osu.edu/graduate/smb-a
Ohio State University�s Fisher College of Business: MS in Finance,Finance,"$56,651",2 semesters,Fall,On-Campus,fisher_smf@fisher.osu.edu,614-292-8511,"The Ohio State University, Fisher College of Business, SMF Admissions Office, 100 Gerlach Hall, 2108 Neil Avenue, Columbus, Ohio 43210",http://go.osu.edu/smf2017pq
Pennsylvania State University�s Smeal College of Business: Master of Accounting (MAcc),Accounting,"$32,500",1 year,Fall,On-Campus,accounting@smeal.psu.edu,814-865-1809,"Penn State Smeal College of Business, Master of Accounting, 354 Business Building, 210 Business Building, University Park, Pennsylvania 16802",http://www.smeal.psu.edu/macc/one-year/
Pennsylvania State University�s Smeal College of Business: MPS in Supply Chain Management,Supply Chain Management,"$30,750",2 years,Fall,Online,scm-mps@psu.edu,814-865-0073,"Penn State Smeal College of Business, 489 Business Building, 489 Business Building, University Park, Pennsylvania 16802",http://www.smeal.psu.edu/mps/
Pennsylvania State University�s Smeal: Masters of Management and Organizational Leadership,"Business Administration (MSBA), Leadership, Management","$23,000",1 year,August,On-Campus,mol@smeal.psu.edu,814-863-0474,"220 Business Building, University Park, Pennsylvania 16802",https://mol.smeal.psu.edu/
Pepperdine University�s Graziadio School of Business and Management: MS in Applied Finance,Finance,"$75,975",12 months,"Fall, Spring",On-Campus,GSBM.Admission@pepperdine.edu,310-568-5535,"Pepperdine University, Graziadio School of Business and Management, Office of Admission, 6100 Center Drive, Suite 400, Los Angeles, California 90045",http://bschool.pepperdine.edu/masters-degree/finance/
Pepperdine University�s Graziadio School of Business and Management: MS in Global Business,"Business Administration (MSBA), Global/International Business","$101,300",15 months,"Fall, Spring",On-Campus,gsbmadm@pepperdine.edu,310-506-4858,"Pepperdine University, Graziadio School of Business and Management, Drescher Graduate Campus, 24255 Pacific Coast Highway, Malibu, California 90263-4858",http://bschool.pepperdine.edu/masters-degree/global-business/
Pepperdine University�s Graziadio School of Business and Management: MS in Human Resources,Human Resources,"$56,000",1-7 years,"Fall, Spring",On-Campus,mshr@pepperdine.edu,310-568-5555,"Pepperdine University, Graziadio School of Business and Management, 6100 Center Drive, Suite 400, Los Angeles, California 90045",http://bschool.pepperdine.edu/masters-degree/human-resources/
Pepperdine University�s Graziadio School of Business and Management: MS in Management and Leadership,"Leadership, Management","$61,740",16 months,Fall,On-Campus,mshr@pepperdine.edu,949-223-2508,"Pepperdine University, Graziadio School of Business and Management, 18111 Von Karman Avenue, Irvine, California 92612",http://bschool.pepperdine.edu/masters-degree/management-leadership/
Pepperdine University�s Graziadio School of Business and Management: MS in Organizational Development,Organizational Development,"$151,950",2 years,Fall,Blended,msod@pepperdine.edu,310-568-5695,"Pepperdine University, Graziadio School of Business and Management, West Los Angeles Campus, 6100 Center Drive, Suite 400, Los Angeles, California 90045",http://bschool.pepperdine.edu/masters-degree/organization-development/
Pepperdine University�s Graziadio School of Business and Management: MS in Applied Analytics,Analytics,"$52,300",1 year,Fall,On-Campus,pgbsadm@pepperdine.edu,310-506-4858,"Pepperdine University Graziadio Business School, 24255 Pacific Coast Highway, Malibu, California 90263",https://bschool.pepperdine.edu/masters-degree/applied-analytics/
Pepperdine University�s Graziadio School of Business and Management: MS in Real Estate,Real Estate,"$56,470",1 year,Fall,On-Campus,pgbsadm@pepperdine.edu,310-506-4858,"Pepperdine University Graziadio Business School, 24255 Pacific Coast Highway, Malibu, California 90263",https://bschool.pepperdine.edu/masters-degree/real-estate/
Purdue University�s Krannert School of Management: MS in Accounting,Accounting,"$21,316",10 months,Fall or Spring,On-Campus,gokrannert@purdue.edu,765-494-9105,"Purdue MBA and MS Programs Office, Rawls Hall, Suite 2020, 100 S. Grant Street, West Lafayette, Indiana 47907",https://www.krannert.purdue.edu/masters/programs/ms-a/home.asp
Purdue University�s Krannert School of Management: MS in Business Analytics and Information Managemnet,"Analytics & Data Science, Information Systems","$29,000",11 months,June,On-Campus,gokrannert@purdue.edu,765-494-9105,"Purdue MBA and MS Programs Office, Rawls Hall Suite 2020 100 S. Grant Street, West Lafayette, Indiana 47907",http://www.krannert.purdue.edu/masters/programs/business-analytics-and-information-management/
Purdue University�s Krannert School of Management: MS in Economics,Economics,"$21,302",19 months,Summer,Online,gokrannert@purdue.edu,765-494-9105,"Purdue University, Krannert School of Management, MS in Economics Admissions, Krannert Center, Suite 104, Rawls Hall Suite 2020 100 S. Grant Street, West Lafayette, Indiana West Lafayette",https://www.krannert.purdue.edu/masters/programs/economics/home.asp
Purdue University�s Krannert School of Management: MS in Finance,Finance,"$42,000",10 months,July,On-Campus,gokrannert@purdue.edu,765-496-3928,"Purdue MBA and MS Programs Office, Rawls Hall, Suite 2020, 100 S. Grant Street, West Lafayette, Indiana 47907",https://www.krannert.purdue.edu/masters/programs/ms-f/home.asp
Purdue University�s Krannert School of Management: MS in Global Supply Chain Management,"Global/International Business, Supply Chain Management","$23,779",10 months,January,On-Campus,gokrannert@purdue.edu,765-496-1416,"Purdue MBA and MS Programs Office, Rawls Hall, Suite 2020, 100 S. Grant Street, West Lafayette, Indiana 47907",https://www.krannert.purdue.edu/masters/programs/global-supply-chain-management/home.asp
Purdue University�s Krannert School of Management: MS in Human Resource Management,Human Resources,"$33,627",18 months,August,On-Campus,gokrannert@purdue.edu,765-494-0773,"Purdue MBA and MS Programs Office, Rawls Hall, Suite 2020, 100 S. Grant Street, West Lafayette, Indiana 47907",https://www.krannert.purdue.edu/masters/programs/mshrm/home.asp
Purdue University�s Krannert School of Management: MS in Marketing,Marketing,"$22,605",11 months,July,On-Campus,gokrannert@purdue.edu,765-496-1416,"Purdue MBA and MS Programs Office, Rawls Hall, Suite 2020, 100 S. Grant Street, West Lafayette, Indiana 47907",https://www.krannert.purdue.edu/masters/programs/ms-marketing/home.asp
Rice University�s Jones Graduate School of Business: Master of Accounting (MAcc),Accounting,"$54,500",1 year,August,On-Campus,macc@rice.edu,713-348-2063,"Master of Accounting Program, Jones Graduate School of Business, Rice University, 6100 Main Street MS-531, Houston, Texas 77005",https://business.rice.edu/academic-program/master-accounting-macc
Rotman School Of Management: Master Of Finance,Finance,"Domestic $61,200 CAD International",20 months,September,On-Campus,mfin@rotman.utoronto.ca,+1 416-978-3386,"Master of Finance Admissions, 105 St. George Street, Toronto Ontario  M55 3E6",http://www.rotman.utoronto.ca/Degrees/MastersPrograms/MasterOfFinance?utm_source=Poetsquants&utm_medium=listing
Rotman School of Management: Master of Financial Risk Management,"Finance, Risk Management, Security Analysis",Domestic,8 months,September,On-Campus,mfrm@rotman.utoronto.ca,416-978-2230,"MFRM Admissions, 105 St. George Street, Toronto  ON M5S 3E6,",http://www.rotman.utoronto.ca/Degrees/MastersPrograms/MFRM?utm_source=Poetsquants&utm_medium=listing
Rotman School of Management: Master of Management Analytics,Analytics & Data Science,Domestic student,9 months,August,On-Campus,mma@rotman.utoronto.ca,+1 416-978-7720,"MMA Admissions, 105 St. George Street, Toronto  ON M5S 3E6",http://www.rotman.utoronto.ca/Degrees/MastersPrograms/MMA
Rutgers Business School at The State University of New Jersey: MS in Financial Accounting,Accounting,"$28,589",3 semesters minimum,"Summer, Fall, Spring",Blended,morris-hewitt@business.rutgers.edu,973-353-1029,"Rutgers Business School, The State University of New Jersey, 1 Washington Park, Room 910, Newark, New Jersey 07102",http://www.business.rutgers.edu/finmaccy
Rutgers Business School at The State University of New Jersey: MS in Financial Analysis,Finance,"$18,000 In-State",8-10 months,"July, September, January",On-Campus,daniel_weaver@rbsmail.rutgers.edu,848-445-5644,"Rutgers Business School, The State University of New Jersey, 100 Rockafeller Road, Room 5125, Piscataway, New Jersey 08854",http://www.business.rutgers.edu/financial-analysis/
Rutgers Business School at The State University of New Jersey: MS in Governmental Accounting,Accounting,"$28,350",Data Forthcoming,"Fall, Spring",Online,govmaccy@business.rutgers.edu,848-445-4441,"Rutgers Business School, The State University of New Jersey, 100 Rockafeller Road, Piscataway, New Jersey 08854",http://www.business.rutgers.edu/govmaccy
Rutgers Business School at The State University of New Jersey: MS in Information Technology,"Information Systems, Technology","$39,000",1 year,"Fall, Spring",On-Campus,iti@comminfo.rutgers.edu,973-353-1642,"Rutgers Business School, The State University of New Jersey, 1 Washington Park, Room 430B, Newark, New Jersey 07102",http://www.business.rutgers.edu/mit/admissions
Rutgers Business School at The State University of New Jersey: MS in Professional Accounting,Accounting,"$31,770",Data Forthcoming,"Summer, Fall, Spring",On-Campus,kathleencharmon@business.rutgers.edu,973-353-5511,"Rutgers Business School, The State University of New Jersey, 1 Washington Park, Newark, New Jersey 07102-1897",http://www.business.rutgers.edu/pamaccy
Rutgers Business School at The State University of New Jersey: MS in Quantitative Finance,Finance,"$12,704",3 semesters to 3 years,Fall,On-Campus,thill@business.rutgers.edu,973-353-1146,"Rutgers Business School, The State University of New Jersey, 1 Washington Park, Room 1170, Newark, New Jersey 07102",http://www.business.rutgers.edu/mqf
Rutgers Business School at The State University of New Jersey: MS in Supply Chain Management,Supply Chain Management,"$36,000",1 year,"Fall, Spring, Summer",Online,aazadegan@business.rutgers.edu,973-353-3383,"Rutgers Business School, The State University of New Jersey, 1 Washington Park, Newark, New Jersey 07102-1897",http://www.business.rutgers.edu/scmonline
Rutgers Business School at The State University of New Jersey: MS in Taxation,Taxation,"$31,770",Data Forthcoming,"Summer, Fall, Spring",On-Campus,kathleencharmon@business.rutgers.edu,973-353-1727,"Rutgers Business School, The State University of New Jersey, 1 Washington Park, Newark, New Jersey 07102-1897",http://www.business.rutgers.edu/taxmaccy
Santa Clara University�s Leavey School of Business: MS in Business Analytics,Analytics & Data Science,"$52,875",15 months; 24 months,Fall,On-Campus,msadmissions@scu.edu,408-551-7071,"Santa Clara University, 500 El Camino Real, Santa Clara, California 95053",https://www.scu.edu/business/ms-business-analytics/
Santa Clara University�s Leavey School of Business: MS in Business Analytics,Analytics & Data Science,"$52,875",15 months,,On-Campus,msadmissions@scu.edu,408-551-7071,"500 El Camino Real, Santa Clara, California 95050",https://www.scu.edu/business/ms-business-analytics/
Santa Clara University�s Leavey School of Business: MS in Finance,Finance,"$57,575",15 months,Fall,On-Campus,msadmissions@scu.edu,408-551-7071,"Santa Clara University, 500 El Camino Real, Santa Clara, California 95053",https://www.scu.edu/business/ms-finance/
Santa Clara University�s Leavey School of Business: MS in Finance,Finance,"$57, 575",15 months,,On-Campus,msadmissions@scu.edu,408-551-7071,"500 El Camino Real, Santa Clara, California 95050",https://www.scu.edu/business/ms-finance/
